overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image,reviewText_length_words,summary_length_words,label
1,True,"04 1, 2016",A2V75BBVNZA525,B00Z4B94DE,Mep637,Cannot get it to work at all. Huge disappointment.,Huge disappointment.,1459468800,,,,9,2,NEGATIVE
5,True,"03 30, 2017",A2YLPJX0JZGMZA,B00MY4PAKK,Markman1,exactly as described,Five Stars,1490832000,,,,3,2,POSITIVE
5,True,"10 16, 2017",A1SJU79ADGWXOU,B00UV4A93S,Amazon Customer,Great product!,Five Stars,1508112000,,,,2,2,POSITIVE
5,True,"05 18, 2017",A28N9C6KSIJA6U,B008S0KNZG,wizard,works great and easy to care for,Five Stars,1495065600,,,,7,2,POSITIVE
1,True,"10 31, 2016",A2XZA4DGG3BAMN,B0060EUA32,Amazon Customer,"I used it once, the second time it blew out ash and now won't turn on",Not impressed,1477872000,,{'Style:': ' Vacuum'},,16,2,NEGATIVE
5,True,"12 11, 2016",A3BG39N4UJDBQI,B012E8D7XW,marie,"If you haven't tried these, I would highly recommend them. Instead of plugging and unplugging an item, just plug it into this extension cord. tap the switch with your foot, and voila.  Super easy and quick.",Highly recommend instead of regular extension cords,1481414400,,,,36,7,POSITIVE
3,True,"12 16, 2013",A9236F86ZRY47,B007YBEHIO,Kevin M.,"I am content with the capabilities of these glasses. My issue for 3 stars is that you have to put the objective lens +\- 1"" from your targeted object. And depending on what you are working on, this may not be feasible or even possible.",Works nicely,1387152000,,,,45,2,NEUTRAL
5,True,"11 27, 2017",A1QP7TVFCFKB1G,B0050GW73C,Otto Becken,"Another great product, leaves your gun ready for action and protects the finish.  Unlike Hoppe's, it does not affect nickel boron or titanium bcg",Great lubricant/cleaner/preservative for your tools/guns,1511740800,,{'Color:': ' Black'},,24,5,POSITIVE
3,True,"07 29, 2015",A9316NJS4JLYV,B000F4OYMQ,Miracle,Does not hear too well out of it.  Had to purchase another scope.,Three Stars,1438128000,,,,13,2,NEUTRAL
4,True,"03 10, 2017",A2GRMY6C7CN5SG,B00XXGBY8A,Gary Nored,"They're T-Nuts, and they work fine.",Good T-Nuts,1489104000,,,,6,2,POSITIVE
5,True,"06 26, 2017",A13F797WKNVYSI,B00VGDRKYO,ray,works on my project,Five Stars,1498435200,,,,4,2,POSITIVE
5,True,"04 12, 2018",A351UX6KC6Z72R,B010NK56ZU,PC Guru,very nice,Five Stars,1523491200,,,,2,2,POSITIVE
2,True,"10 7, 2014",A13U2O0HQWSAX8,B0039VLJRK,Amazon Customer,Purchased for hanging pot rack. they do not stay on well,Two Stars,1412640000,,,,11,2,NEGATIVE
1,True,"08 26, 2016",A36XR6BS9QYNPP,B00524H98U,impendingaff,magnifier is so bent that viewing area is tiny.,magnifier is so bent that viewing area is tiny.,1472169600,,{'Style Name:': ' Single Pack'},,9,9,NEGATIVE
5,True,"01 9, 2017",A30QK25X5JILSY,B015KP2JJ4,SupaF1y,"Tiny bit small for my Yost 465 6.5"" vise but it works great.  Magnets seems to do the trick in holding it securely.",Works great.,1483920000,,,,23,2,POSITIVE
5,True,"01 11, 2015",A3H84YU1ZKD4ZJ,B00B7SD2D6,Virginia Tallmon,Really like it! Works well and very pretty!,Five Stars,1420934400,,{'Color:': ' Raspberry'},,8,2,POSITIVE
5,True,"12 24, 2016",A22E6YKTXIOU1D,B00GZE3UJ8,Patrick F. Trees,arrived in timely manner. exactly as described. works great.,works great.,1482537600,,"{'Size:': ' 2 Inches x 30 Yards', 'Color:': ' Black'}",,9,2,POSITIVE
5,True,"02 20, 2018",AYKOLE8TP0GGS,B011WEMVEU,Millie,Good,Five Stars,1519084800,,,,1,2,POSITIVE
5,True,"11 29, 2015",A42PDERV0GE1E,B004N6L9PW,YellowBird,"My only weapon against high humidity.  I use these in my drawers, closets and storage bins.",Keeps mildew at bay.,1448755200,,,,16,4,POSITIVE
5,True,"10 5, 2016",AZROB1RS29J1O,B00SWK8ZU2,Joe Consumer,Works.  Kind of expensive though.,Works.,1475625600,,,,5,1,POSITIVE
5,True,"02 17, 2017",A2703H750WLQ3J,B00DMI632G,Edgardo c.,good,Five Stars,1487289600,,{'Style Name:': ' lasergrip 1080'},,1,2,POSITIVE
5,False,"05 15, 2017",A3J0J17EFLBMV4,B00JG306PG,Richard Hays,Good quality,Five Stars,1494806400,,,,2,2,POSITIVE
5,True,"03 31, 2016",A1FDZVNL5URAWA,B0067EBBBK,Me,Perfect fit and furnace is back in business.,Five Stars,1459382400,,,,8,2,POSITIVE
5,True,"09 8, 2015",AQ7Q7O2ZEXKVY,B002YDSC9C,Jason Randolph,"Item as described, fast shipping too!",Five Stars,1441670400,,,,6,2,POSITIVE
5,True,"03 5, 2015",A141Y3FKO02XGC,B000VIIU9E,fire911,Great game!,Great Game!,1425513600,,,,2,2,POSITIVE
3,True,"03 16, 2017",A1FFGVSTLEIXVR,B00B5XJW7I,LoganExplosion,"First one I received had to be sent back as it wouldn't open past .187"". It also had no certification or guide. Returned. The second one I received works perfect and included certification and short guide. Just the case has some damage. I realize it's ""double shock proof"" but I plan on keeping it in the case when not in use. Could we package them a little better for shipping?",Roll the dice. Hit or miss.,1489622400,,,,70,6,NEUTRAL
1,True,"05 19, 2017",A33CRJQDXZIHCQ,B001FCB4JS,T. A.,"Product impossible to remove from backing, perhaps because the roll arrived completely squashed and distorted.",Not Usable,1495152000,,{'Size:': ' 1/8 Inch x 3/4 Inch x 30 Foot'},,15,2,NEGATIVE
5,True,"10 10, 2013",AD2JLKR86RWUP,B00042KJQ4,Donkey Kong,Haven't needed it yet but I do want to point out that it is built a lot more solid than it looks. After holding it and inspecting it up close I have no doubts that it will perform as described.,Hi-lift ORB off road base worthy,1381363200,,,,40,6,POSITIVE
5,True,"10 28, 2013",A2ERZK8TL646JM,B0053UVKWO,Frank Carnovale,"I was following an online tutorial on how to fix a Guitar Hero controller's whammy bar, and a certain size of O-rings were needed. I ordered these from Amazon and placed 7 over my whammy bar, and it completely eliminated the looseness! For their cheap price, large quantity and excellent result I'm rating this product 5 stars and would definitely buy it again if I needed to!  .. Daniel.",Perfectly fixed my Guitar Hero controller's whammy bar!,1382918400,,"{'Size:': ' 008', 'Inside Diameter:': ' 0.176', 'Nominal Outside Diameter:': ' 5/16', 'Number of Items:': ' 100', 'Outside Diameter:': ' 5/16'}",,69,8,POSITIVE
4,True,"09 29, 2015",A3EB9BS8WA7RZ5,B00Q75EMP6,Jerry Chetrancolo,I like them. Even though they were bigger than I thought they'd be that's fine.  Just know that they're not tiny markers. Good quality though.,They're huge!,1443484800,,,,25,2,POSITIVE
5,True,"04 27, 2016",A1POBKWB27PAIB,B00GCC3LEW,Federico Albarracin,"Excelent, thanks.",Five Stars,1461715200,,{'Size:': ' 40cm'},,2,2,POSITIVE
5,True,"11 27, 2016",AJESDK9SDONQM,B00YDJ19ZE,Amazon Customer,I love these spray misters.  I just received them and they work great for my homemade hair spray.  I have purchased other spray bottles from Sally's Organics and really like their products.,I love these spray misters,1480204800,,,,32,5,POSITIVE
3,True,"10 29, 2015",A2B5NJFXB2PGKO,B00ZO7BNLE,Keith Bridges,"It's not bad,  but it is exceptionally thin.  Much thinner material than I usually think of as gaff type.  Closer to the thickness of cloth first-aid tape,  although the adhesive seems adequate.  Just something to be aware of.",Very thin material.,1446076800,2,{'Color:': ' White'},,38,3,NEUTRAL
5,True,"01 21, 2016",A1C666MXUKA0O3,B0000CBIPV,LankyFrenchman,Works very well as non-slip coating for bottom of floor runner. Timely delivery and arrived as expected.,Good Product,1453334400,,"{'Color:': ' Black', 'Item Package Quantity:': ' 1', 'Package Quantity:': ' 1'}",,17,2,POSITIVE
5,True,"11 21, 2016",A2UF4WBHFO1N1R,B00MI433I2,Catherine C.,I love this piece. Elegant and not too big.,Five Stars,1479686400,,,,9,2,POSITIVE
5,True,"08 26, 2016",A11YG5DHG6X8AZ,B00F4ORTZ6,larry e kopenkoskey,I wanted it to use ear-phones on a Smart-TV. It works.,Five Stars,1472169600,2,{'Style:': ' Digital to Analog Converter'},,11,2,POSITIVE
5,True,"06 12, 2016",A11IFB46RBI28H,B004C12Q46,Monique Valcourt,We hike often with 2 dogs & wanted to get this for their emergency bag should something happen. Size is perfect ' fits in their bags.,Size is perfect ' fits in their bags,1465689600,,{'Size:': ' 3ml Bottle'},,26,8,POSITIVE
5,True,"11 28, 2017",A3D4M92LAHED1K,B008BW747Q,Linda L.,Have several of these. Can't go wrong...,Five Stars,1511827200,,"{'Size:': "" 4' Length x 3' Width"", 'Color:': ' Southern Pine'}",,7,2,POSITIVE
5,True,"07 8, 2015",A1ZOG3DM9841GQ,B00T6P0KKU,Imperfectly perfect!,Works better than my Dyson animal,Five Stars,1436313600,2,,,6,2,POSITIVE
4,True,"09 19, 2013",A1TGK7GTPIWY5N,B0016H12KS,Thomas Cooney,"Bought this to check the gas pressure on the LP system in our remote camp.  Worked well the one time I used it.  Wish that the gauge were not glued into the case, as that is the only improvement they could make.",does what it is supposed to!,1379548800,2,,,42,6,POSITIVE
5,True,"02 16, 2017",A2GV4ZVU3BY6WS,B01F80W5U4,Amazon Customer,Great product best shipping.,Five Stars,1487203200,,,,4,2,POSITIVE
5,True,"08 25, 2014",ATHBXHNITOSIL,B00BNAU772,Jimmy sanchez,Easy installation,Five Stars,1408924800,,,,2,2,POSITIVE
4,False,"10 19, 2016",A1RFV1HFP7BAYK,B0002YUZ22,Amazon Customer,ships fast and works like expected,Four Stars,1476835200,,{'Outside Diameter:': ' 1/4'},,6,2,POSITIVE
5,True,"06 9, 2016",A67DO1Y2V38UU,B00GU2KNCW,Misu,"Great tool for housework, has everything you need to hang pictures, tie stuff, etc",Five Stars,1465430400,,,,14,2,POSITIVE
3,True,"06 7, 2014",A3W3PZXLV9YVQJ,B00FGX8JY0,John Palos,Works for the application I needed it for. Material a little on the thin side. But it does the job holding wires together.,Good for the price,1402099200,,,,23,4,NEUTRAL
5,True,"10 8, 2012",A35P7ZNDJ2KFRL,B000E5QFIW,Amazon Customer,I am a Littman fan and I recently lost my stets a couple of weeks now and I am hesitant to purchase another one because its expensive. So I came across this product and I went along with its wonderful reviews. I've used it and it sounds just like my Littman if not better. I am ipressed and would recomment this product. Its not too heavy to carry around your neck. I love the stealth ninja black look.,Impressed,1349654400,,{'Color:': ' Tactical Black'},,78,1,POSITIVE
4,True,"09 7, 2016",A3KR80GZ4HUL6G,B00F5DS7J8,JRo,"Good vacuum. Needed to replace my Dyson Animal, this one vacuums very well at a fraction of the cost. My complaint is that the cord is too short. Should have went with the model up BUT the price was right for a very good vacuum.",Good vacuum,1473206400,,,,45,2,POSITIVE
5,True,"01 21, 2014",A3L89L6EOFRI94,B00FXAA0BQ,R. Boutros,"I bought this to form a seal in a custom coffee roaster and it was ideal for the high temperature, food grade requirement I have.  The supplier sent it right away, which I appreciate.","good material, good price, fast service",1390262400,,,,34,6,POSITIVE
1,False,"07 21, 2017",ARUQB0RKG6U5K,B012YZE6SA,Amazon Customer,"I was excited to try this based on all of the great reviews, but I was beyond disappointed. It was like brushing my teeth with expensive ground cinnamon and my mouth did not feel clean afterward. I've continued to use it, but am now following up with a natural brand toothpaste in order to get that ""whole mouth clean"" feeling that this alone definitely did not give. It just wasn't for me at all.",Not For Me,1500595200,3,"{'Size:': ' 3 Month Tub 20g', 'Color:': ' Sweet Spice'}",,74,3,NEGATIVE
5,True,"03 12, 2016",A4Y45HF2GEV2F,B0159B9UIC,Nicole Weeks,Pulled in my 20 foot cuddy cabin boat on a steep incline with ease.  Boat weighs around 3800 pounds,good product,1457740800,10,,['https://images-na.ssl-images-amazon.com/images/I/81Jc5ATo0GL._SY88.jpg'],19,2,POSITIVE
5,True,"12 1, 2017",A285J5PKXS7VKH,B001R4CMEA,pearl,good stuff,good stuff,1512086400,,{'Size Name:': ' 1 Pack'},,2,2,POSITIVE
5,True,"11 15, 2017",ATDT872P9AR6J,B00J2ARKFC,A. Lucas,"I love my shop vac, everything I expected from Craftsman",Awesome,1510704000,,{'Size Name:': ' Basic'},,10,1,POSITIVE
5,True,"06 6, 2016",A3V6835PVMNTSF,B00WDLLMDS,Linda,"These are very easy to use, especially if you have any problems with your hands as they slide so easy.",These are very easy to use,1465171200,,,,20,6,POSITIVE
5,True,"04 30, 2016",AEWF4QJRGTXXE,B000VYL5AE,Jeanice Pierce,Works like it's supposed to,Five Stars,1461974400,,,,5,2,POSITIVE
5,True,"06 1, 2015",A22Y7G40MX65V6,B002IMZ5G2,Liluth,We are very happy with this purchase.  Works great even in the FL. heat.,Works great,1433116800,,,,14,2,POSITIVE
5,True,"03 11, 2016",A1A9J5EZJ5NW,B00P31JELC,DevLo,"Great price, and includes reflective film should you care to use.",Great Price,1457654400,,,,11,2,POSITIVE
5,True,"08 13, 2011",A3E67OIEAW3EZ2,B003119EDE,Darrell,"Bought this to use around home very high quality and very user friendly love being able to use fractional setting, good product for the price would buy again.",Great product,1313193600,,,,28,2,POSITIVE
2,True,"08 10, 2015",A10F6W0VYCGXQ4,B005C5SYVA,Jessica,Was not as sturdy as I imagined it would. Broke the tip first time my husband used it,Two Stars,1439164800,,,,18,2,NEGATIVE
2,True,"08 2, 2008",AWZZFZMNFMCD1,B0013TVEWA,Ree,"im sure its great BUT i cant even get the brush head to stay attached. it keeps falling off every time i use it and doesnt 'click in' at all.
customer service was no help. i think the product is faulty and i will be returning it for a new one. ill try it again i guess.",im sure its great,1217635200,2,{'Package Type:': ' Standard Packaging'},,57,4,NEGATIVE
4,True,"07 9, 2013",A23RNY73BMU9EQ,B000FEM392,Janie Roach,"I bought this stethoscope just to have on hand in case my granddaughter needed one.....she is studying to be a paramedic and needs this for her school work.....it might not be the best one, but for the money it works just fine!!",Good Stethoscope!,1373328000,,{'Color:': ' Black'},,42,2,POSITIVE
5,True,"05 16, 2014",A3IRO01Y2XA9HE,B000EJUBBU,David J.,"Whenever I need a specialized device, I'm always torn between buying an expensive version -- which may be high-quality or may just be brand-expense, or risk buying an economical product which may be high-value or may be complete garbage. This gamble worked out as I find this economical caliper is more than I need for hobbyist activities at a very good price.","solid and quality, value exceeds its price",1400198400,,{'Size:': ' 6 inch'},,62,7,POSITIVE
5,True,"03 12, 2018",A3K1H1U0OZ3URE,B01HBQU92E,Raven,Worked perfect for our sr walker tap dance! LOL We are all shapes & sizes & everyone was comfortable.,Comfortable,1520812800,,{'Package Quantity:': ' 4'},,19,1,POSITIVE
4,True,"03 26, 2016",A1SCXSFPZH5G3T,B003E48ETS,RTD,Great for fishing,Versatile,1458950400,,,,3,1,POSITIVE
5,True,"07 25, 2016",A13J7HEG2FQ0ZE,B008SYWRB0,Blue Art,Great price and works well!,Five Stars,1469404800,,,,5,2,POSITIVE
5,True,"09 19, 2016",A2V5DOQLN3TYC4,B00N51OJNK,Adam Demas,Good cheap wire.  Easy to work with.,Five Stars,1474243200,,,,7,2,POSITIVE
1,True,"03 1, 2018",ANKEM7JX0C92Q,B01E6RJ6WK,corina nava,You won't get more than Three uses before losses the stickiness,One Star,1519862400,,,,11,2,NEGATIVE
5,True,"09 12, 2016",A1MTBSBYT7KCE6,B00550GDCY,William Franklin,Have used for three football games for concession stand.  works great!!!,works great!!,1473638400,2,{'Color:': ' 12oz Blue Machine'},,11,2,POSITIVE
5,True,"02 17, 2016",A12IMY1VSUKDSN,B004HKITWU,cameron georgi,Cant beat the price. I cut this to length for my mini bike. Works perfect.,Works perfect.,1455667200,,"{'Size Name:': ' #35', 'Style:': ' Roller Chain'}",,15,2,POSITIVE
4,True,"03 16, 2018",A21L74OOAPCY3O,B00E0NC5VK,G. Clarke,"3"" seems to built with decent precision.  Just what I needed for the drill press.",Four Stars,1521158400,,"{'Size:': ' 3"" Jaw Width'}",,15,2,POSITIVE
5,True,"07 23, 2014",ABM60I4JKUZRB,B00G9R07WO,Alison,"perfect knives, i'm a stocker at a big store and these are way better than the ones we are supplied with. blade lasts for quite a while and is easy to switch around or change blades. definitely would recommend these for someone looking for an easy to use box cutter",perfect,1406073600,,{'Style Name:': ' All Metal Tap Knife (Pack of 12)'},,50,1,POSITIVE
5,True,"10 3, 2015",A1N61VQCL4ODWM,B005HE0S4C,Robert O.,Excellent Product,Five Stars,1443830400,,"{'Size:': ' 3/4""x21\'', 'Model Number:': ' M21-750-595-WT'}",,2,2,POSITIVE
5,True,"09 10, 2017",AAF2FDMFKHYFJ,B017AJ0KOO,Junior,I'll plan to get more for my property,Five Stars,1505001600,,,,8,2,POSITIVE
4,True,"06 20, 2017",A1HBJYTYKP6G22,B014YTPFT8,David F.,Nice selection of sizes.,Four Stars,1497916800,,,,4,2,POSITIVE
5,True,"05 23, 2015",A1NEQG8GO61STI,B000ILG0E6,Harlan I. Fuller,The material was just what I wanted. It was used as swimming pool skimer.,Five Stars,1432339200,,"{'Length:': ' 12', 'Number of Items:': ' 1', 'Overall Length:': ' 12', 'Thickness:': ' 1/4'}",,14,2,POSITIVE
5,True,"09 23, 2015",A3MOAH0Q9YVXVW,B008MI4116,Linnie,Just what I wanted to finish off the decorations for a Seahawk tailgate party!,Five Stars,1442966400,,{'Color:': ' Seattle Seahawks'},,14,2,POSITIVE
5,True,"03 14, 2017",A1UL7ZECO8P8E8,B005Z4QWIK,Foxy Vixen,"I use this to organize all my long lasting lip colors, lip crayons, and glosses. Perfect size!",Perfect size!,1489449600,,{'Color:': ' Aquamarine'},,17,2,POSITIVE
5,True,"08 21, 2018",A30XS1B8WUAADE,B01H3O7MF6,Amazon Customer,excellent,excellent,1534809600,,,,1,1,POSITIVE
5,False,"05 10, 2015",A332EFJ4XT2Z0U,B00G56CF4C,Jennifer Jones,"Worked for putting a 3/8"" stand on a 1/4"" tripod",Five Stars,1431216000,,{'Pattern:': ' 2pcs'},,10,2,POSITIVE
5,True,"05 2, 2017",A9QKQPVKOSOCL,B007Y7I2K2,Nate,"Very reflective, great for biking late at night.",great for biking late at night,1493683200,,"{'Color:': ' White', 'Length:': ' 5', 'Number of Items:': ' 1', 'Overall Length:': ' 5'}",,8,6,POSITIVE
5,False,"12 27, 2017",A10041LXNFPVK0,B000I3PUE0,Floyd Cheek,Great preset ! Wife loves it!,Great quality!,1514332800,,{'Color:': ' Pink'},,6,2,POSITIVE
5,True,"08 30, 2016",AWPQG9RRZRQJ4,B011LVVIS4,Loralech,Works perfect for my shelving unit and was promptly shipped.,Five Stars,1472515200,,{'Size:': ' 4 SET'},,10,2,POSITIVE
2,True,"06 2, 2016",A3BFGTH0ZD8OI4,B00DJ740FW,Robinki,"I had to return it because the glass vials that I got to go with it, that should have fit did not.","Returned item, couldn't find vials that fit right.",1464825600,,,,22,8,NEGATIVE
5,True,"11 6, 2016",A2IHMMM7UKGSG1,B0089OUFJA,William S,Good quality sign,Five Stars,1478390400,,,,3,2,POSITIVE
5,True,"05 8, 2017",A2EF35WOUH2IVK,B000I3PUE0,ana,Love it but can berly hear. Everyone is always complimenting about it :) it does get dirty easily but can also easily clean it with a bit of rubbing alcohol.,Love it,1494201600,,{'Color:': ' Rose Gold- White'},,30,2,POSITIVE
1,True,"03 1, 2017",A2E34NKI8YF9GP,B00GRW200I,Brian K.,"Worst squeegee ever, rubber is rock hard and doesn't work at all",One Star,1488326400,,,,12,2,NEGATIVE
5,True,"06 25, 2018",A1SUXEKNJSCS27,B00DMI62HM,m_d_bartlett,Works great. This replaces a really  old one and I am quite satisfied.,Great,1529884800,,,,13,1,POSITIVE
5,True,"03 18, 2017",A27QP4IT958BML,B0070ZZB70,tatersaladgang,"Compared to other rods I've bought elsewhere, the rod I received was Derlin. Worked well for a project assembly that required turning & milling.","Acetal Copolymer Round Rod 9/16""",1489795200,,"{'Length:': ' 1', 'Number of Items:': ' 1', 'Outside Diameter:': ' 9/16', 'Overall Length:': ' 1'}",,24,5,POSITIVE
4,True,"07 2, 2012",A34K6QZ33XPO51,B000BQR55G,SLM,The bottom of my shoe had separated.  Had heard about this product from other people.  Tried it and the repair worked.,It Worked!,1341187200,,"{'Size:': ' 3.7 Oz.', 'Color:': ' Clear'}",,21,2,POSITIVE
4,True,"10 29, 2017",A1VMNV750DOXQ3,B013STKIH4,observatus,Hard to break to size. Didn't realize from description that they were not designed to break apart. My fault for not noticing. Other than that happy with them.,Other than that happy with them,1509235200,,,,28,6,POSITIVE
5,True,"07 18, 2016",AIHXA5LPK8VR6,B000NIZYHI,Pat,"I use this to put my peppermint oil mix with water to spray the bugs around my windows, and doors outside.
It works great.","Spray, Spray, Spray my day away.",1468800000,,,,24,6,POSITIVE
5,True,"11 7, 2013",A3NK89SEOVQFCQ,B0002EQU6C,florencio,good stuff to use and reliable and exactly the way I wanted it. I am happy cause I have no problem.,good stuff,1383782400,,,,21,2,POSITIVE
3,True,"06 1, 2009",AN5SZT2MDB8N8,B000BPEZOG,RJPPLE,"Product shown has squeeze tube, but product shipped is round, and needs a caulk gun.",Wrong tube!!,1243814400,3,,,15,2,NEUTRAL
5,False,"10 19, 2016",A3SXLHPIHMB53I,B000234ITO,Scott Mitchell,Great little jack for a great little price.....,Torino Bottle Jack,1476835200,,{'Size:': ' 6 Ton'},,8,3,POSITIVE
5,True,"08 13, 2016",A26PA76H198RCJ,B001MUM62C,Alan Vitor Andrade de Sousa,Excelente,Five Stars,1471046400,,{'Size Name:': ' 1-Pack'},,1,2,POSITIVE
5,True,"01 24, 2016",A11MCHB3UQOWLC,B005GRGD8U,Mcdougle,Perfect. They seal really well too. A little big for what i needed them for but still good.,Great Product,1453593600,,,,18,2,POSITIVE
5,True,"08 14, 2014",A3GIOSDJKAYHPD,B0098PNZLO,Jamie Dawes,works very well...i used it to glue the metal ring around the drain in my tub,Five Stars,1407974400,,,,16,2,POSITIVE
5,True,"06 17, 2014",A10H3DNVYA20LL,B001RI9EEM,teresa,I h ave been using this product for a few weeks now. I am very pleased with the brush and the cost.,works geat,1402963200,2,,,22,2,POSITIVE
5,True,"02 18, 2016",ADNNFHXNQEDAB,B000SKF9VW,Tsz,"I have a cardiology III. Easy to install. Fit my stethoscope perfectly! I sent off for the engraving-only $7, which was way cheaper than any local engraver.",Just what i was looking for,1455753600,,,,27,6,POSITIVE
5,True,"12 11, 2016",A3EQHZ3YVTF83B,B01GJL2W5Y,Christine S.,works great,Five Stars,1481414400,,,,2,2,POSITIVE
3,True,"12 30, 2014",A1K3D704FELWB6,B00MISGSY4,Mark W. Miller,"Suction cup is a pain, not quite worth the money.",Three Stars,1419897600,,,,10,2,NEUTRAL
5,True,"11 21, 2015",A1S5AI1KGRQW37,B0006IX85K,Beach Guy,very handy item to have .... arrived in good condition,arrived in good,1448064000,,"{'Size:': ' 4 Feet', 'Style Name:': ' Camco 4ft TastePURE Drinking Water Hose - Lead and BPA Free, Reinforced for Maximum Kink Resistance,  1/2""Inner Diameter (22763)'}",,10,3,POSITIVE
5,True,"12 12, 2014",A2LJ2MDJXDWCEY,B0002EQU6C,Thiago P.,Does what it is supposed to do,Five Stars,1418342400,,,,7,2,POSITIVE
5,True,"05 9, 2013",AOPUBYT7CL8IK,B0009V1WXY,Sarah,They worked great for holding my kayak.  I traveled 380 miles with a kayak and never once had to tighten them.,Great Buy,1368057600,,{'Size Name:': ' 1 Pack'},,21,2,POSITIVE
4,True,"12 17, 2017",A2XUBOO4O4WYS8,B01ETMVQOI,Gugg,seems to be a good and solid item.  Hopefully I won't need to use it.,Four Stars,1513468800,,{'Color:': ' 1 Pack'},,15,2,POSITIVE
5,True,"12 6, 2017",A3JOC5UU8BATRD,B019IZZKUC,Pat,I am very pleased with this case.,This company is wonderful.,1512518400,,,,7,4,POSITIVE
4,True,"12 25, 2017",A2ATDJWJVLJ65D,B000H5T76Q,rah,"These work really well for our cows, llamas, and alpacas.  Occasionally they can get hay in the diaphragm that causes them to leak but they are easy to clean.  For me, the 1"" inlet is too big and I have to reduce to 3/4"" which adds to the overall cost.  We've tried other options but these seem to work the best so far.",Best option we found so far,1514160000,2,,,63,6,POSITIVE
5,True,"12 7, 2016",A3H36A0EWLKJEJ,B00JSA5YZ4,J. Burton,does the job,Five Stars,1481068800,2,,,3,2,POSITIVE
5,True,"11 3, 2016",A14RG3EV1EEAXE,B000LESCI2,SimpJ,Works great. Really like that it is in an enclosure. Using for an alarm relay output to power a siren.,Excellent,1478131200,,{'Size:': ' full size'},,20,1,POSITIVE
5,True,"01 3, 2016",A3H54LWV295CV7,B000ULYEGK,Tori Perry,Received promptly and worked for us!,Five Stars,1451779200,,,,6,2,POSITIVE
5,True,"03 3, 2015",A35T1NQMPO3JWC,B0056BJU6I,KATTZ,great,Five Stars,1425340800,2,,,1,2,POSITIVE
5,True,"01 1, 2015",A3DL0ZKSIO4FD3,B004D0FAIA,Cheri Broeker,works great,Five Stars,1420070400,,,,2,2,POSITIVE
5,True,"01 7, 2015",A2I6U6QKZT2MMX,B00DUBJV42,John Paul IV,"Worked fine, did the job. American made, speaks for its self.",Worth the money.,1420588800,,,,11,3,POSITIVE
5,True,"03 20, 2016",A2KFOABW0YTCGH,B00PGQN4M4,mike will,Awesome,Five Stars,1458432000,,,,1,2,POSITIVE
5,True,"04 21, 2018",A2SGBV3O8S5N26,B0025PR4K2,B. Stewart,Product works great. best alternative to conventional lube/oil,best oil on the market,1524268800,,,,8,5,POSITIVE
5,False,"08 31, 2016",A21NREICO6ICY8,B01EZ68DO4,USMCSurvivalist85,"Works as intended, not much else to say other than follow the instructions. We will be also trying this with our pool and not only our garden. No more chem strips and expensive test kits for us.

Kit comes with all you need and a good set of instructions.",Good bye chem strips and test kits.,1472601600,,,"['https://images-na.ssl-images-amazon.com/images/I/81hvi8YyCzL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81Z7LVX3BHL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71DzbNCtbdL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71a6+ql2X1L._SY88.jpg']",49,7,POSITIVE
5,True,"01 11, 2018",A13GFNO8PLOP5Y,B003H05EMY,Dan H.,As expected. Good delivery time.,Good delivery time,1515628800,,"{'Size:': ' 1"" x 1/2""', 'Number of Items:': ' 1'}",,5,3,POSITIVE
5,True,"02 9, 2017",A2PX8I5VRE81LB,B019FX9BCU,Demet Demet,I used the same stakes 3 times already. Still like brand new.,Still like brand new,1486598400,,"{'Color Name:': ' galvanized', 'Size Name:': ' 24'}",,12,4,POSITIVE
5,True,"07 25, 2017",A3KJJ9IQ5ZOQPT,B01H0IZ7NE,Mihaescu Raul,they are so good for the slingshot,Five Stars,1500940800,,,,7,2,POSITIVE
5,True,"07 17, 2016",A30UN2DEKVSR3Q,B00OZSL8UE,RoboNerd,It's always useful to have a lot of pre-cut shrink tube handy :),Five Stars,1468713600,,{'Color:': ' 530Pcs Heat Shrink Tube'},,13,2,POSITIVE
5,True,"05 27, 2017",A4W1M3TZ63KHO,B00JVWW12I,Douglas M Cunningham,"My cables have never been so organized.  These rings make it so easy.  Pack of 100 is quite large but alternatives were 4x more expensive,",Perfect cable routing,1495843200,,"{'Size:': ' 2.00-Inch Diameter', 'Style:': ' 10 - 24 Wood Screw Threaded'}",,25,3,POSITIVE
5,True,"06 27, 2017",A1UQHTG6PH2ZQ9,B002MZ5DRQ,Jorge Ruiz,Like it better than floride toothpaste from the feeling,Red manjan toothpaste,1498521600,,,,9,3,POSITIVE
4,True,"08 26, 2016",A26ALITG5JC7Q1,B0085QLNFM,Just Another Dev,"Works great, including the over-current/over-voltage protection.  The feet will leave marks on your desk or anti-static pad, so put something underneath this if you want to avoid that.","Works great, including the over-current/over-voltage protection",1472169600,,,,28,6,POSITIVE
